id,umap1,umap2,celltype
1900_Patient1_0DPHBP,11.448612,-0.10986018,Macrophage
1906_Patient1_0DPHBP,1.9999121,5.530274,Macrophage
1909_Patient1_0DPHBP,9.417174,-2.5016596,Macrophage
1916_Patient1_0DPHBP,12.428035,-0.78001094,Macrophage
1930_Patient1_0DPHBP,11.316077,-2.1597068,Macrophage
1933_Patient1_0DPHBP,11.812263,-0.42901215,Macrophage
1936_Patient1_0DPHBP,9.474919,1.9014689,Macrophage
1942_Patient1_0DPHBP,11.898266,0.6405046,Macrophage
1998_Patient1_0DPHBP,10.7333765,-1.2360885,Macrophage
1999_Patient1_0DPHBP,11.195326,-0.73487025,Macrophage
2010_Patient1_0DPHBP,9.530401,-1.2230844,Macrophage
2021_Patient1_0DPHBP,11.418816,-0.77559984,Macrophage
2026_Patient1_0DPHBP,12.005883,-1.4541819,Macrophage
2062_Patient1_0DPHBP,12.063382,-1.4817572,Macrophage
2071_Patient1_0DPHBP,9.227798,-2.1529129,Macrophage
2074_Patient1_0DPHBP,11.089278,-1.2521776,Macrophage
2075_Patient1_0DPHBP,12.059042,-1.0556061,Macrophage
2076_Patient1_0DPHBP,12.117394,-1.1047769,Macrophage
2078_Patient1_0DPHBP,10.955196,-1.2023716,Macrophage
2079_Patient1_0DPHBP,9.971341,-1.506236,Macrophage
2080_Patient1_0DPHBP,11.999177,-0.5205841,Macrophage
2081_Patient1_0DPHBP,12.354404,-0.78191835,Macrophage
2083_Patient1_0DPHBP,11.414176,-0.0013192157,Macrophage
2084_Patient1_0DPHBP,11.542822,-1.0633899,Macrophage
2089_Patient1_0DPHBP,11.60302,-0.47349787,Macrophage
2091_Patient1_0DPHBP,12.336696,-0.84277177,Macrophage
2092_Patient1_0DPHBP,12.206698,-0.8658268,Macrophage
2093_Patient1_0DPHBP,11.813461,-0.9960846,Macrophage
2095_Patient1_0DPHBP,12.3513155,-0.63120013,Macrophage
2097_Patient1_0DPHBP,11.826596,3.42869,Macrophage
2103_Patient1_0DPHBP,11.613281,-0.7252138,Macrophage
2106_Patient1_0DPHBP,12.434751,-1.2740027,Macrophage
2107_Patient1_0DPHBP,11.82371,-0.5625808,Macrophage
2121_Patient1_0DPHBP,1.3892455,5.347613,Macrophage
2125_Patient1_0DPHBP,12.0845175,-1.0130724,Macrophage
2127_Patient1_0DPHBP,12.330414,-0.19258471,Macrophage
2128_Patient1_0DPHBP,11.9073715,-1.3270745,Macrophage
2135_Patient1_0DPHBP,12.004792,-0.99090147,Macrophage
2153_Patient1_0DPHBP,12.1902,-0.6716817,Macrophage
2163_Patient1_0DPHBP,11.498428,1.0839761,Macrophage
2168_Patient1_0DPHBP,10.979849,-0.774186,Macrophage
2171_Patient1_0DPHBP,12.115717,-0.8554314,Macrophage
2177_Patient1_0DPHBP,12.092429,-1.0186579,Macrophage
2186_Patient1_0DPHBP,11.478729,-0.45441672,Macrophage
2188_Patient1_0DPHBP,11.229917,-2.397753,Macrophage
2190_Patient1_0DPHBP,11.446477,2.9347007,Macrophage
2200_Patient1_0DPHBP,12.6064825,-0.7674694,Macrophage
2207_Patient1_0DPHBP,11.00825,-0.317338,Macrophage
2209_Patient1_0DPHBP,1.9241748,5.2125916,Macrophage
2216_Patient1_0DPHBP,12.533169,-1.0077225,Macrophage
2218_Patient1_0DPHBP,12.407044,-0.9575027,Macrophage
2222_Patient1_0DPHBP,10.66594,-0.8318733,Macrophage
2224_Patient1_0DPHBP,11.451198,-1.1488065,Macrophage
2229_Patient1_0DPHBP,11.281214,-0.6393852,Macrophage
2230_Patient1_0DPHBP,12.323738,-1.3561845,Macrophage
2231_Patient1_0DPHBP,12.314205,-0.8287619,Macrophage
2243_Patient1_0DPHBP,10.927974,-1.186377,Macrophage
2262_Patient1_0DPHBP,11.413684,2.8458982,Macrophage
2275_Patient1_0DPHBP,10.689347,-1.294795,Macrophage
2276_Patient1_0DPHBP,12.200542,-0.6414398,Macrophage
2280_Patient1_0DPHBP,12.175423,-1.4159455,Macrophage
2295_Patient1_0DPHBP,12.199214,-0.7710597,Macrophage
2314_Patient1_0DPHBP,12.018886,-1.115819,Macrophage
2316_Patient1_0DPHBP,12.21786,-0.9996594,Macrophage
2328_Patient1_0DPHBP,12.429939,-0.93023413,Macrophage
2342_Patient1_0DPHBP,12.347633,-0.84826,Macrophage
2345_Patient1_0DPHBP,11.632852,1.9954515,Macrophage
2346_Patient1_0DPHBP,11.635316,0.79565674,Macrophage
2363_Patient1_0DPHBP,12.440665,-1.1117823,Macrophage
2367_Patient1_0DPHBP,12.123099,-0.89505666,Macrophage
2377_Patient1_0DPHBP,11.911526,-1.3594809,Macrophage
2385_Patient1_0DPHBP,1.7550471,4.9447947,Macrophage
2403_Patient1_0DPHBP,1.735,5.2205815,Macrophage
2404_Patient1_0DPHBP,11.662866,0.41744372,Macrophage
2437_Patient1_0DPHBP,1.2016733,4.532078,Macrophage
2452_Patient1_0DPHBP,12.0331,1.2981646,Macrophage
2459_Patient1_0DPHBP,10.732232,-0.20634525,Macrophage
2460_Patient1_0DPHBP,11.338163,1.6274039,Macrophage
2461_Patient1_0DPHBP,12.115841,1.8757824,Macrophage
2470_Patient1_0DPHBP,12.075723,-0.6146465,Macrophage
2477_Patient1_0DPHBP,10.507692,-0.2720175,Macrophage
2479_Patient1_0DPHBP,9.851884,-2.5896242,Macrophage
2520_Patient1_0DPHBP,12.23366,-1.4819316,Macrophage
2560_Patient1_0DPHBP,11.815835,-1.6944385,Macrophage
2562_Patient1_0DPHBP,12.10489,-0.7818785,Macrophage
2568_Patient1_0DPHBP,10.653404,-0.4258108,Macrophage
2576_Patient1_0DPHBP,11.358795,1.3263863,Macrophage
2577_Patient1_0DPHBP,11.027476,1.0545075,Macrophage
2595_Patient1_0DPHBP,11.434671,-1.0953379,Macrophage
2598_Patient1_0DPHBP,10.751216,-1.4163793,Macrophage
2621_Patient1_0DPHBP,12.409989,0.24767593,Macrophage
2622_Patient1_0DPHBP,12.645333,-0.8525824,Macrophage
2635_Patient1_0DPHBP,11.166699,0.56756324,Macrophage
2636_Patient1_0DPHBP,11.555849,1.0898068,Macrophage
2647_Patient1_0DPHBP,11.063771,2.1229126,Macrophage
2653_Patient1_0DPHBP,12.118581,0.42535424,Macrophage
2664_Patient1_0DPHBP,11.956247,-0.68496096,Macrophage
2670_Patient1_0DPHBP,10.635501,-0.25006992,Macrophage
2689_Patient1_0DPHBP,10.766761,-1.8762271,Macrophage
2690_Patient1_0DPHBP,11.949321,-1.234933,Macrophage
2693_Patient1_0DPHBP,11.79225,-1.6849893,Macrophage
2694_Patient1_0DPHBP,8.020823,-2.077292,Macrophage
2703_Patient1_0DPHBP,8.789513,-2.5520968,Macrophage
2707_Patient1_0DPHBP,11.627916,-1.595992,Macrophage
2725_Patient1_0DPHBP,12.472538,-1.130819,Macrophage
2747_Patient1_0DPHBP,12.185854,-1.2808051,Macrophage
2749_Patient1_0DPHBP,11.989312,-1.3032062,Macrophage
2757_Patient1_0DPHBP,8.87286,-2.1209545,Macrophage
2772_Patient1_0DPHBP,11.656837,-1.8672178,Macrophage
2773_Patient1_0DPHBP,1.2881987,4.9399066,Macrophage
2788_Patient1_0DPHBP,0.8635775,3.8085945,Macrophage
2797_Patient1_0DPHBP,10.906759,-0.71774244,Macrophage
2813_Patient1_0DPHBP,11.216665,0.050493367,Macrophage
2814_Patient1_0DPHBP,11.354256,2.3480697,Macrophage
2815_Patient1_0DPHBP,11.293433,2.0817175,Macrophage
2817_Patient1_0DPHBP,11.360755,2.6262507,Macrophage
2819_Patient1_0DPHBP,12.378918,-0.2681056,Macrophage
2837_Patient1_0DPHBP,12.296175,0.26847905,Macrophage
2894_Patient1_0DPHBP,9.609704,-0.9192144,Macrophage
2895_Patient1_0DPHBP,11.859205,-1.8276803,Macrophage
2936_Patient1_0DPHBP,10.844172,-1.2533311,Macrophage
2939_Patient1_0DPHBP,9.627317,-2.054711,Macrophage
